,AcidRed87-1gL,MethyleneB-250mgL,NaCl,NaOH-1M,PCAT_Gee-T/M/W,PCAT_Gee-pt/g-c3n4,PVP-1wt,RhodamineB-1gL,SDS-1wt,Target
296,0.25,0.0,0.75,0.0,0.5,4.38,0.0,0.75,0.5,48.8064426255086
297,0.25,0.25,1.25,0.0,0.5,4.19,0.25,0.75,0.5,40.8940790659106
298,0.5,0.0,0.0,0.0,0.25,3.79,0.5,0.5,0.5,53.800848057867
299,0.5,0.0,0.25,0.0,0.25,3.78,0.5,0.5,0.5,55.3778019901332
300,1.0,0.0,0.0,0.0,4.0,4.96,0.0,0.0,0.0,36.3458269570559
301,1.0,0.0,0.0,0.0,4.0,4.99,0.0,0.0,0.0,35.145354127489
302,0.25,0.0,0.0,0.0,0.75,4.01,0.75,0.5,0.0,23.2659376869842
303,0.25,0.0,0.0,0.0,0.25,3.87,1.0,0.25,0.25,37.3630280028891
304,0.5,0.0,0.0,0.0,0.5,3.77,0.5,0.5,0.25,40.4955505694599
305,0.25,0.5,0.0,0.0,0.5,4.14,0.75,0.5,0.0,20.3288941253334
306,0.25,0.0,0.0,0.0,0.5,3.99,1.75,0.75,0.25,43.1035196988274
307,0.5,0.5,0.0,0.0,0.5,4.4,1.25,0.5,0.0,44.3787696997355
308,0.5,0.25,0.0,0.0,0.25,4.59,0.5,0.75,1.25,37.5125063673436
309,0.25,0.0,1.0,0.0,0.75,4.39,1.25,0.5,0.25,48.4012143113476
310,0.25,0.25,0.0,0.0,0.5,4.19,1.0,0.75,0.25,42.2665274233901
311,0.5,0.0,0.25,0.0,0.5,3.61,0.0,0.75,0.5,37.8336485495013
312,0.25,0.0,0.0,0.0,0.5,4.58,1.25,0.25,0.75,44.2248513046596
313,0.25,0.25,0.25,0.0,1.0,3.57,0.5,0.75,0.25,44.4279477846494
314,0.25,0.0,0.0,0.0,0.75,4.18,0.5,0.5,0.5,52.9232273951941
315,1.0,0.0,0.0,0.0,4.0,4.97,0.0,0.0,0.0,33.2773641445928
316,1.0,0.0,0.0,0.0,4.0,5.01,0.0,0.0,0.0,32.4775597598727
317,0.25,0.0,0.0,0.0,0.25,4.21,1.0,0.25,0.25,21.220961217732
318,0.5,0.0,0.25,0.0,0.5,3.69,1.25,0.75,0.25,21.0571972449373
319,0.25,0.5,0.5,0.0,0.5,4.61,1.0,0.5,0.0,36.8234192185282
320,0.25,0.0,0.25,0.0,0.75,3.58,1.0,0.5,1.25,31.2553728595937
321,0.5,0.5,0.5,0.0,0.5,4.41,1.25,0.5,0.0,32.5448948906451
322,0.75,0.0,0.0,0.0,1.0,3.38,0.75,0.5,0.25,46.6315689453818
323,0.25,1.0,0.5,0.0,0.5,4.81,0.75,0.5,0.25,33.8553583233037
324,0.25,0.0,0.25,0.0,0.5,3.99,1.0,0.75,1.25,40.1985855665785
325,0.25,0.5,0.25,0.0,0.5,4.51,0.5,0.75,1.0,36.0395483234792
326,0.25,0.0,0.25,0.0,1.0,4.16,1.5,0.5,0.25,51.7658861047381
327,0.5,0.0,0.0,0.0,0.5,4.0,0.5,0.5,0.25,55.2786136035372
328,0.5,0.25,0.0,0.0,0.25,4.41,1.75,0.5,0.5,44.0004544215629
329,0.25,0.0,0.0,0.0,0.5,3.43,2.25,0.5,0.25,47.3306647744835
330,1.0,0.0,0.0,0.0,4.0,5.01,0.0,0.0,0.0,33.6647821820265
331,1.0,0.0,0.0,0.0,4.0,4.93,0.0,0.0,0.0,33.3882411446057
332,0.25,0.0,0.0,0.0,0.75,3.79,0.75,0.5,0.0,15.5166524672081
333,0.25,0.0,0.0,0.0,0.25,3.93,1.0,0.25,0.25,32.1398501531069
334,0.25,0.5,0.0,0.0,0.5,4.21,0.75,0.5,0.0,37.0302854958102
335,0.5,0.0,0.0,0.0,0.5,3.82,0.5,0.5,0.25,52.1552896978843
336,0.75,0.0,0.0,0.0,0.5,4.58,1.0,0.5,1.25,50.50397280105
337,0.5,0.25,0.0,0.0,0.75,4.0,0.75,0.5,0.0,50.2657824089359
338,0.25,0.0,0.0,0.0,0.75,3.63,1.5,0.25,0.5,41.5532530900036
339,0.25,1.0,0.0,0.0,0.5,4.37,1.0,0.5,0.75,33.5333029226459
340,0.25,0.0,0.5,0.0,0.25,4.0,1.5,0.25,0.5,44.3117593066998
341,0.25,0.0,0.0,0.0,0.25,4.21,1.0,0.25,0.25,46.1113455320945
342,0.5,0.5,0.25,0.0,0.5,3.96,0.5,0.75,0.5,31.6207669787673
343,0.25,0.0,1.0,0.0,1.0,4.19,0.75,0.5,0.25,55.8758368330459
344,0.25,0.0,0.0,0.0,1.25,4.0,1.5,0.5,0.25,47.090939635231
345,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,37.1760352997417
346,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,34.6748786521118
347,0.75,0.0,0.0,0.0,0.75,4.18,0.0,0.75,0.25,21.4587141932029
348,0.25,0.0,0.5,0.0,0.25,4.61,1.75,0.5,0.25,34.1208527159608
349,0.5,0.25,0.0,0.0,0.75,4.03,0.25,0.5,0.5,22.4197528640228
350,0.5,0.25,0.25,0.0,0.5,4.42,0.5,0.75,0.25,21.4780990601055
351,0.25,0.25,0.5,0.0,1.0,4.6,1.25,0.5,0.0,42.3188292550554
352,0.25,0.0,0.5,0.0,0.75,3.77,0.75,0.75,0.5,20.8653554810157
353,0.75,0.0,0.0,0.0,0.5,3.82,1.0,0.5,0.75,32.3658479193494
354,0.25,0.0,0.25,0.0,0.75,4.36,1.75,0.75,0.0,41.7875402066368
355,0.25,0.0,0.25,0.0,0.25,3.62,1.5,0.5,0.75,20.3640691724755
356,0.25,0.0,0.25,0.0,1.0,4.32,1.75,0.5,0.25,44.048582542304
357,0.25,0.0,0.5,0.0,1.25,3.8,1.0,0.75,0.25,37.0610188259943
358,0.75,0.0,0.5,0.0,0.5,3.79,0.75,0.5,0.0,31.7835552439861
359,0.75,0.0,0.5,0.0,0.75,3.59,0.25,0.5,0.0,31.5779733078111
360,1.0,0.0,0.0,0.0,4.0,5.01,0.0,0.0,0.0,33.8887392391304
361,1.0,0.0,0.0,0.0,4.0,4.98,0.0,0.0,0.0,34.0009876234692
362,0.25,0.0,0.0,0.0,0.25,4.4,0.5,0.5,0.5,17.1167655403782
363,0.5,0.0,0.0,0.0,0.5,3.82,0.5,0.5,0.25,21.6776882907144
364,0.5,0.25,0.25,0.0,0.25,4.81,0.75,0.5,1.0,22.8991240467557
365,0.75,0.25,0.25,0.0,0.5,4.16,0.75,0.5,0.75,24.0436832313602
366,0.25,0.25,0.5,0.0,0.5,4.06,1.0,0.5,0.5,19.2528515756558
367,0.5,0.25,0.25,0.0,1.0,3.96,0.75,0.75,0.5,21.7031813332437
368,0.25,0.25,0.5,0.0,0.5,3.59,1.0,0.75,0.5,15.8988951908638
369,0.25,3.0,0.0,0.0,0.25,3.99,0.5,0.25,0.0,15.0174993148983
370,0.25,0.0,0.0,0.0,1.0,4.62,1.5,0.5,0.0,54.675309573187
371,0.5,0.0,0.25,0.0,1.0,4.58,0.75,0.75,0.5,42.8069538840705
372,0.25,0.5,0.5,0.0,0.5,4.56,0.75,0.5,0.5,22.4478993611748
373,0.25,0.0,1.0,0.0,1.0,4.6,0.25,0.75,0.0,47.0153942847938
374,0.5,0.0,0.5,0.0,0.75,4.03,0.75,0.75,0.25,24.6592715110091
375,1.0,0.0,0.0,0.0,4.0,4.99,0.0,0.0,0.0,33.7131339417628
376,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,32.2203291642285
377,0.25,0.0,0.0,0.0,0.75,4.18,0.75,0.5,0.0,4.15090430921322
378,0.25,0.0,0.0,0.0,0.5,4.21,0.5,0.5,0.75,26.5162844418583
379,0.25,0.0,0.0,0.0,0.5,3.45,0.75,0.5,0.25,17.343391205496
380,0.25,0.5,0.0,0.0,0.25,4.39,0.75,0.5,0.0,21.9079991317208
381,0.5,3.0,0.0,0.0,0.25,4.01,0.5,0.25,0.0,9.77645400473604
382,0.5,0.0,0.0,0.0,1.0,3.38,0.25,0.75,0.25,19.0264487043584
383,0.25,0.25,0.0,0.0,1.5,4.19,1.25,0.75,0.0,19.300011401543
384,0.25,0.0,0.75,0.0,0.75,4.4,1.25,0.5,0.25,20.3653073093891
385,0.25,3.0,0.0,0.0,0.25,4.11,0.5,0.25,0.0,14.2497830599995
386,0.25,0.25,1.0,0.0,0.5,4.61,1.0,0.75,0.25,15.9967222237143
387,0.25,0.25,0.0,0.0,0.5,3.96,0.0,0.5,0.0,19.5574161110774
388,0.25,0.0,0.75,0.0,0.75,4.14,1.0,0.5,0.25,18.8807145295455
389,1.0,0.0,0.0,0.0,4.0,5.04,0.0,0.0,0.0,31.1824746612992
390,0.25,0.0,0.0,0.0,0.5,4.19,0.75,0.5,0.75,12.8001733140465
391,0.5,0.5,0.25,0.0,0.25,4.58,1.0,0.5,0.25,18.2570558653252
392,0.25,0.75,0.0,0.0,0.25,4.36,0.75,0.5,0.0,12.2852982026509
393,0.25,0.25,0.75,0.0,0.75,4.23,1.0,0.75,0.0,14.0288000271692
394,0.25,0.75,0.0,0.0,0.25,4.42,0.5,0.5,0.0,19.474306312213
395,0.25,0.0,0.5,0.0,0.75,6.35,1.5,0.5,0.25,60.7799891275208
396,0.25,0.0,1.0,0.0,0.25,4.15,1.0,0.5,0.0,51.1493025324558
397,0.25,0.25,0.0,0.0,1.25,4.16,0.75,0.5,0.0,39.7956186393795
398,0.25,0.75,0.0,0.0,0.25,4.19,0.5,0.5,0.0,39.350927548112
399,0.5,0.0,0.0,0.0,0.5,4.43,0.75,0.75,1.25,50.4976949335791
400,0.75,0.0,0.0,0.0,3.75,4.99,0.0,0.0,0.0,31.561631196594
401,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,33.3472516289836
402,1.0,0.0,0.0,0.0,4.0,4.98,0.0,0.0,0.0,34.0984767543883
