,10_Pt/TiO2,11_PCN,12_Pt/CdS,13_Pt/WO3,20_Xylose-0.25M,21_Proline,23_Glucose,24_Cellobiose,30_NaOH-0.5M,31_CitricAcid-0.5M,32_AcidYellow73,33_AcidViolet43,34_AcidGreen1,Target
207,4.95,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.25,0.0,0.75,0.0,3.67673254027366
208,4.41,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,5.44315535877698
209,4.84,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,5.63941731122796
210,4.46,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,1.25,0.0,4.47067086923835
211,4.98999999999999,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,1.25,0.0,5.05748845431338
212,4.98,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.12972898255586
213,4.49,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.39521803708283
214,4.98,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.25,0.0,0.75,0.0,1.55751539103474
215,4.52,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.25,0.0,0.75,0.0,1.35398519712384
216,4.95,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.51457694695934
217,4.53,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.89967077552225
218,5.34,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,1.25,0.0,1.97583690594278
219,4.83,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.25,0.0,1.5,0.0,1.68341388393982
220,4.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.25,0.0,1.5,0.0,1.68734150601888
221,4.85,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.25,0.0,1.75,0.0,1.2054387450007
222,4.32,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.25,0.0,1.75,0.0,1.1179550198343
223,4.93,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.56245953943587
224,4.81999999999999,0.0,0.0,0.0,0.25,3.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.34445757775406
225,0.4,0.0,2.63,0.3,0.5,0.75,0.75,0.0,0.5,0.0,0.0,0.25,0.0,0.268860032329371
226,4.85999999999999,0.0,0.0,0.0,0.5,3.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.02609310386277
227,4.38,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.07017180658078
228,4.49,0.0,0.0,0.0,0.25,3.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,3.72169605326013
229,4.47,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.46760198834108
230,4.98999999999999,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.6949847346587
231,4.7,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.90474473061357
232,0.0,2.37,1.47,0.6,1.0,0.25,1.25,0.25,0.5,0.0,0.25,0.0,0.0,0.258472762892353
233,5.07,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.25743463996366
234,4.41,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2.26934341106017
235,4.38,0.0,0.0,0.0,0.0,3.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,3.91088362118527
236,4.97,0.0,0.0,0.0,0.0,3.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,3.66163761964034
237,4.44,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.854119172845
238,4.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.56066561137738
239,5.04,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.54564439872553
240,4.43,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.83023957700524
241,5.02,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.96634314879871
242,3.99,0.0,0.0,0.0,0.0,2.5,0.0,0.25,0.0,0.0,1.25,0.0,0.0,3.55707684294575
243,3.98,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,1.25,0.0,0.0,2.09670263435775
244,3.47,0.0,0.45,0.0,0.0,2.25,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.24752732142703
245,4.61,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.40651338415806
246,5.06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,4.06460923535346
247,4.48,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.13152893081276
248,4.55,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.45657022874114
249,4.98,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.54735441624466
250,2.93,0.0,1.54,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.533309776409713
251,4.55,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.82573619781658
252,4.43,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,2.78891290730925
253,5.07,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,3.06191996654744
254,4.47,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.93874995079768
255,4.93,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.11124463405726
256,4.48,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.29367541970717
257,5.19,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.36505852838004
258,4.45,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.05223018964116
259,5.06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.5313188595487
260,5.02,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.51176458792373
261,4.45,0.0,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.90968258501948
262,4.93,0.0,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.97872130865437
263,4.46,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.55034454440852
264,5.05,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.6103265115156
265,4.49,0.0,0.0,0.0,0.25,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.09851001475311
266,5.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.23858194022427
267,4.51,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.20624087772003
268,5.07,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.36324914079742
269,4.91,0.0,0.0,0.0,0.0,2.5,0.0,0.25,0.0,0.25,1.25,0.0,0.0,2.8778179081624
270,4.47,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.29600994587601
271,4.97,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.25,3.50849256640196
272,4.54,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.25,3.47099520129116
273,4.47,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,4.03007998644066
274,5.14,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,4.97823729206616
275,4.51,0.0,0.0,0.0,0.0,3.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,4.18739493418658
276,5.05,0.0,0.0,0.0,0.0,3.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,3.87275532347075
277,4.98999999999999,0.0,0.0,0.0,0.0,2.75,0.0,0.5,0.0,0.5,0.0,0.0,0.25,2.40228279523902
278,4.44,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.19206523185771
279,4.95,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.49124673762616
280,4.47,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.35131483502808
281,5.02999999999999,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.29442304617584
282,5.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.57951084866231
283,4.5,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,2.68732014354085
284,4.91,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,3.38921459757319
285,4.49,0.0,0.0,0.0,0.0,3.25,0.0,0.25,0.0,0.5,0.0,0.0,0.25,3.03021864749338
286,4.98999999999999,0.0,0.0,0.0,0.0,3.25,0.0,0.25,0.0,0.5,0.0,0.0,0.25,2.17690847872089
287,4.5,0.0,0.0,0.0,0.0,2.5,0.0,0.75,0.0,0.5,0.0,0.0,0.25,3.00511041973587
